DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegTasa,DemVegEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
122,F,2018,2018,Charrua 220,0,EtaMes,0.114736315,0.116174752,0.115442458,0.117434942,0.118937873,0.116865328,0.116826725,0.115292914,0.120384653,0.121504313,0.117877493,0.115826463
123,F,2019,2019,Charrua 220,0,EtaMes,0.117153792,0.117662695,0.116847439,0.117485827,0.119338756,0.117862161,0.117750099,0.116060869,0.121544958,0.123033654,0.119334797,0.117225065
124,F,2020,2020,Charrua 220,0,EtaMes,0.118548367,0.119108507,0.118306262,0.118963888,0.120817314,0.119300516,0.119209503,0.117540434,0.12310093,0.124280605,0.120528388,0.118362331
125,F,2021,2021,Charrua 220,0,EtaMes,0.119669371,0.120261779,0.119457589,0.120134113,0.121995495,0.120460129,0.120390557,0.1187389,0.124366495,0.124931554,0.121150783,0.118923383
126,F,2022,2022,Charrua 220,0,EtaMes,0.120181993,0.120780287,0.11996784,0.120650973,0.122523511,0.120993061,0.12094723,0.11932953,0.125010731,0.125578446,0.121771727,0.119486879
127,F,2023,2023,Charrua 220,0,EtaMes,0.120701764,0.121307289,0.120482778,0.121175407,0.12305965,0.121533919,0.121504241,0.119914881,0.125642809,0.126261302,0.122426871,0.120088082
128,F,2024,2024,Charrua 220,0,EtaMes,0.121267063,0.121883461,0.121047519,0.121749576,0.123645855,0.122121922,0.122102927,0.120535542,0.126304187,0.126754788,0.122901013,0.120524021
129,F,2025,2025,Charrua 220,0,EtaMes,0.121677976,0.122303901,0.12145929,0.122168414,0.124074493,0.122551174,0.122539896,0.12098762,0.126782627,0.127029783,0.123166825,0.120763704
130,F,2026,2026,Charrua 220,0,EtaMes,0.121901216,0.122534616,0.121682927,0.122396715,0.124310531,0.12278852,0.122778328,0.121234286,0.127040581,0.127314808,0.123441901,0.121013374
131,F,2027,2027,Charrua 220,0,EtaMes,0.122134012,0.122777531,0.121918812,0.122637859,0.124559014,0.12303683,0.123025823,0.121488711,0.127305058,0.12761042,0.123727016,0.121273882
132,F,2028,2028,Charrua 220,0,EtaMes,0.122379961,0.1230344,0.122168869,0.122893525,0.124822001,0.123298712,0.123285823,0.121754052,0.127579334,0.127916791,0.124022435,0.121545582
133,F,2029,2029,Charrua 220,0,EtaMes,0.122638952,0.123305169,0.122433069,0.123163344,0.125099155,0.123573857,0.123558232,0.122030455,0.127863828,0.128242838,0.124336781,0.121837111
134,F,2030,2030,Charrua 220,0,EtaMes,0.122920277,0.123599212,0.122720964,0.123456966,0.12540009,0.123871666,0.123852766,0.122327239,0.128168049,0.128604301,0.124685466,0.122163244
135,F,2031,*,Charrua 220,0,EtaMes,0.12323936,0.123931753,0.123048059,0.123790061,0.125740417,0.124207673,0.12418527,0.122660192,0.128509097,0.128966461,0.125034741,0.122491089
136,F,2017,2017,Chena 110,0,EtaMes,0.080108918,0.081496073,0.083285582,0.083827829,0.08318878,0.082058052,0.079635522,0.078510506,0.076182723,0.072467624,0.071926084,0.071274045
